topic,cutoff,id,slot,label,parent,count,doc_frac,first_seen,recent_count,background,emerging,variants
time_series,2025-06,mechanism:deep learning,mechanism,deep learning,deep learning,19,0.0146,2024-10-31,8,False,False,convolutional neural network ensemble | deep learning for patient stratification | deep learning for time sery | deep learning time series model | deep time series classification | deep time series learning | deep time-series analysis | hierarchical deep learning | image-based deep learning | lstm autoencoder | lstm autoencoder feature extraction | multimodal species distribution model | neural network time series forecasting | neural network time-series modeling | raw waveform deep learning | spatial-temporal feature encoding | spatial-temporal feature learning | topological deep learning integration | transformer calibration model | transformer-based price prediction
time_series,2025-06,mechanism:pretraining,mechanism,pretraining,pretraining,19,0.0146,2024-10-31,6,False,False,autoregressive blank infilling pre-training | channel-dependent pre-training | covariate-adjusted pre-training | form and rhythm level pretraining | large-scale pretraining | mlp-based pre-training | model pretraining with synthetic data | multi-task pretraining | multitask pretraining | non-leaking pretraining dataset | pre-training strategy comparison | pretraining on cleaner modality | pretraining on heterogeneous physiological signal | shapley-based pretraining | synthetic data pretraining | synthetic data training strategy | wave quantization pretraining
time_series,2025-06,mechanism:transformer architecture,mechanism,transformer architecture,transformer architecture,19,0.0146,2024-10-31,9,False,False,autoencoder-targeted transformer | causal informed transformer | concatenated transformer network | decoder-based transformer | decoder-only architecture | deep autoregressive transformer | dual transformer architecture | encoder-decoder transformer | frequency-augmented transformer | generative pre-trained transformer | hierarchical discrete transformer | irregularity-gated transformer | multi-scale patch-based transformer | parallel transformer architecture | position-free transformer architecture | spatio-temporal fourier transformer | spd matrix transformer | transformer encoder-decoder architecture | transformer on variable embedding
time_series,2025-06,object:foundation model,object,foundation model,foundation model,19,0.0146,2024-10-31,6,False,False,bert-style time series model | digital twin foundation model | eeg foundation model | foundation model for time sery | large multimodal model | large vision model for time sery | motion foundation model | multi-modal time series language model | multimodal clinical foundation model | multimodal economic foundation model | multimodal time series foundation model | physiological signal foundation model | ppg foundation model | pre-trained foundation model | pretrained forecast model | specialized foundation model | tabular foundation model
time_series,2025-06,object:time series generation,object,time series generation,time series generation,19,0.0146,2024-10-31,7,False,False,conditional time series generation | constrained time series generation | electricity consumption scenario generation | federated time series generation | financial time series generation | multi-domain time series generation | order flow generation | synthetic electricity consumption time series generation | tabular data time series generation
time_series,2025-06,problem:time series analysis,problem,time series analysis,time series analysis,19,0.0146,2024-10-31,6,False,False,asynchronous time series analysis | change point estimation | data generating process modeling | dense data indiscriminate dependency extraction | discrete data point modeling | financial time series complexity | heterogeneous irregular time series modeling | irregular observation modeling | large-scale interval-valued time series modeling | long time series modeling | long-range dependence characterization | mixed frequency time sery | nonlinear functional time sery | online interpolation and extrapolation | parametric time series modeling | periodic pattern capture | periodicity modeling | temporal trajectory modeling | univariate time series limitation
time_series,2025-06,mechanism:sequence modeling,mechanism,sequence modeling,sequence modeling,18,0.0138,2024-10-31,4,False,False,autoregressive refinement | averaging-based sequence modeling | bidirectional temporal modeling | clustering and spatiotemporal sequence modeling | contextual pattern recognition | ecg sentence construction | hybrid attention-lstm model | inter-variable relation modeling | multi-scale time series information modeling | rational series modeling | spatiotemporal processing | state space model integration | summary-augmented sequence modeling | temporal dynamics modeling | time series as foreign language modeling | transformer-based inr prediction | variable-length sequence handling
time_series,2025-06,mechanism:time series decomposition,mechanism,time series decomposition,time series decomposition,18,0.0138,2024-10-31,7,False,False,backcast-residual adaptive decomposition | component decomposition | component-wise time series decomposition | decomposition analysis | embedded decomposition | horizon-aware adaptive decomposition | intra-periodic and inter-periodic decomposition | multiscale time-series decomposition | seasonal component decomposition | seasonal variation capture | time series decomposition framework | time-series decomposition | time-series decomposition preprocessing | trend and property decomposition
time_series,2025-06,object:transformer-based time series forecasting,object,transformer-based time series forecasting,time series forecasting,18,0.0138,2024-10-31,5,False,False,transformer time series classification | transformer time series forecasting | transformer time-series forecasting | transformer-based forecasting | transformer-based time series model
time_series,2025-06,mechanism:ensemble learning,mechanism,ensemble learning,ensemble learning,17,0.013,2024-10-31,7,False,False,catboost-lstm ensemble | dynamic model selection and allocation | ensemble classifier weighting | ensemble method | gradient boosting | gradient boosting regression | gradient-boosted decision tree | graph ensemble construction | machine learning ensemble | meta-model ensemble | model-level integration | neural model integration | probabilistic feature ensemble | tree-based ensemble prediction | weighted ensemble learning | xgboost ensemble
time_series,2025-06,mechanism:self-supervised learning,mechanism,self-supervised learning,self-supervised learning,17,0.013,2024-10-31,5,False,False,auto-regressive self-supervised pre-training | functional token prediction | information-theoretic alignment formulation | joint embedding predictive architecture | joint-embedding predictive architecture | masked 2d transformer pre-training | masked autoencoder pretraining | masked image modeling pretraining | periodicity prediction pretext task | self-supervised imputation module | self-supervised masked autoencoder pretraining | self-supervised segment classification | self-supervised vision transformer | spatial rewiring | temporal restoration | two-stage self-supervised encoding | two-stage self-supervised learning | unlabeled ppg pre-training
time_series,2025-06,mechanism:state space model,mechanism,state space model,state space model,17,0.013,2024-10-31,6,False,False,bidirectional mamba backbone | bidirectional mamba block | bidirectional mamba encoding | bidirectional state space model | cumulative historical state integration | factored state-space model | information-guided mamba | innovation-driven hidden state update | input-dependent state transition | input-dependent state-transition matrix | mamba architecture | mamba network | mamba selective state space model | multi-scale mamba block | recurrent state-space model | selective state-space model
time_series,2025-06,object:multivariate time series imputation,object,multivariate time series imputation,data imputation,17,0.013,2024-10-31,7,False,False,medical time series imputation | multivariate time-series imputation | noisy time-series imputation | probabilistic time series imputation | time series imputation | time series imputation evaluation | time series imputation model
time_series,2025-06,object:sequence modeling,object,sequence modeling,sequence modeling,17,0.013,2024-10-31,6,False,False,bidirectional linear recurrent model | continuous-domain sequence modeling | long sequence modeling | long-context sequence modeling | long-range sequence modeling | mamba state space model | multivariate categorical and numeric sequence modeling | non-linguistic token modeling | parallel-in-time sequence modeling | selective state space model | sequence pattern mining | sequential data modeling | state space layer | state-space sequence model | state-tracking sequence modeling | structured linear controlled differential equation | world modelling
time_series,2025-06,problem:sequence modeling,problem,sequence modeling,sequence modeling,17,0.013,2024-10-31,4,False,False,complex pattern dependency modeling | complex time series dependency | complex trip relationship modeling | contextual dependency modeling | global dependency modeling | inter-activity dependency modeling | local temporal pattern capture | long sequence modeling difficulty | long-range feature dependency extraction | long-range interaction modeling | long-term high-dimensional sequence modelling | sequential information capture | temporal pattern capture | temporal relationship preservation | time series dependency modeling | variable-length time series handling | variable-length time series input
time_series,2025-06,mechanism:clustering,mechanism,clustering,clustering,16,0.0123,2024-10-31,8,False,False,channel soft clustering | correlation-based variate clustering | cross-validation with label merging | gaussian mixture model clustering | graph-based clustering | hierarchical clustering with symbolic representation | hybrid clustering model | iterative clustering | k-means clustering with dtw distance | modified spectral clustering | neural network clustering | offline clustering of time segment | partitioning clustering with dynamic time warping | sequence-wise clustering | single cluster learning | spectral clustering | subspace clustering for pattern discovery | temporal clustering module | timestep-wise activation clustering
time_series,2025-06,mechanism:graph neural network,mechanism,graph neural network,graph neural network,16,0.0123,2024-10-31,5,False,False,architecture-aware modeling | continuous graph neural network | diffusion convolutional gated recurrent unit | dynamic graph neural network | dynamic spatio-temporal graph neural network | fuzzy graph attention network | graph attention network node classification | graph convolutional network | graph convolutional recurrent network | graph deep learning operator | graph neural network for spatiotemporal modeling | graph transformer encoder | graph-based market relationship modeling | kolmogorov-arnold network enhanced graph isomorphism network | relational dependency integration
time_series,2025-06,problem:computational complexity,problem,computational complexity,computational complexity,16,0.0123,2024-10-31,8,False,False,computational complexity of gaussian process | computational intractability of mixture model | high-dimensional state space | inverse dynamics computational cost | quadratic attention complexity | quadratic attention cost | quadratic complexity of transformer | quadratic entity complexity | quadratic self-attention complexity | quadratic time complexity | self-attention quadratic cost | temporal dimension computational cost | unbounded time step computation
time_series,2025-06,mechanism:fine-tuning,mechanism,fine-tuning,fine-tuning,15,0.0115,2024-10-31,6,False,False,continual pre-training | continual pre-training on time sery | decision-focused fine-tuning | few-shot fine-tuning | few-shot parameter-efficient fine-tuning | fine-tuning for embedding clarity | fine-tuning on target task | fusion parameter-efficient fine-tuning | in-context fine-tuning | large language model fine-tuning for forecast post-processing | lightweight parameter update | model fine-tuning with synthetic data | parameter-efficient fine-tuning | prune-then-finetune paradigm | selective factor fine-tuning | selective fine-tuning
time_series,2025-06,mechanism:generative modeling,mechanism,generative modeling,generative modeling,15,0.0115,2024-10-31,5,False,False,consistency training | diffusion model integration | diffusion model synthesis | diffusion modeling | flow matching | flow matching training | generative adversarial network synthesis | generative adversarial network time series generation | hierarchical dynamical system model | large language model generation | latent space perturbation | optimal transport | optimal transport cost | probabilistic diffusion model | probabilistic model generation | probability path model | schr dinger bridge | vector quantized variational autoencoder | waveform generation
time_series,2025-06,object:forecasting model,object,forecasting model,forecasting model,15,0.0115,2024-10-31,6,False,False,direct forecast model | fixed-size look-back window model | global forecasting model | hybrid forecasting model | hybrid prediction model | interpretable forecasting model | interpretable predictive model | linear forecasting model | linear-based forecasting model | transformer forecasting model | transformer-based forecasting model | univariate forecasting model | universal forecasting model
time_series,2025-06,object:time series data,object,time series data,time series data,15,0.0115,2024-10-31,4,False,False,2d time series representation | energy consumption data | frequency domain patching | functional time series representation | human motion sequence | long-sequence multivariate data | mobility time sery | multi-domain time sery | multivariate observability time sery | oceanographic time sery | oscillatory time sery | physiological time sery | symbolic time series approximation | varying-length time sery
time_series,2025-06,mechanism:causal inference,mechanism,causal inference,causal inference,14,0.0107,2024-10-31,2,False,False,assimilative causal inference | causal bayesian network reformulation | causal discovery | causal identification algorithm | causal learning mechanism | causal var framework | granger causality discovery | granger causality index computation | interventional data integration | lagged causal relationship identification | non-parametric functional modeling | observational data integration | orthogonal statistical learning | reichenbach common cause principle analysis | structural causal model mapping | time-reversed granger causality | vector field synchronization
time_series,2025-06,mechanism:ensemble method,mechanism,ensemble method,ensemble method,14,0.0107,2024-10-31,3,False,False,automated ensemble selection | decomposition-based ensemble | ensemble augmentation defense | ensemble forecast integration | forecast combination weighting | imputation strategy combination | isolation forest | isolation forest adaptation | isolation forest algorithm | local prediction aggregation | model stacking | parallel model integration | subsampling and averaging | time series forest
time_series,2025-06,mechanism:model adaptation,mechanism,model adaptation,model adaptation,14,0.0107,2024-10-31,3,False,False,consistency model adaptation | diffusion transformer adaptation | domain adaptation | domain-specific fine-tuning | dual model discrepancy update | fine-tuning on domain data | hidformer model adaptation | large vision model adaptation | multivariate adapter | plug-and-play context adapter | proactive model adaptation | sensing-model order mismatch handling | tabular model adaptation | transformer-based language model adaptation
time_series,2025-06,mechanism:multi-task learning,mechanism,multi-task learning,multi-task learning,14,0.0107,2024-10-31,4,False,False,appliance state estimation fusion | classification-regression decomposition | component loss integration | cross-scale interpolation learning | hierarchical conditional multi-task learning | independent rnn evolution per stock | joint classification and regression | joint training across dataset | multi-drought index prediction | multi-task learning alignment | multi-task learning formulation | multi-task time-series alignment | multitask learning with random label weight | unified prediction and explanation
time_series,2025-06,object:recurrent neural network,object,recurrent neural network,recurrent neural network,14,0.0107,2024-10-31,6,False,False,bi-lstm model | differential long short-term memory | extended lstm network | gated recurrent unit inference | gru time series forecasting | lstm time series forecasting | recurrent model architecture | recurrent neural network evolution | recurrent neural network test | recurrent neural network training | reservoir computer state space | state-space recurrent neural network
time_series,2025-06,problem:forecasting accuracy,problem,forecasting accuracy,forecasting accuracy,14,0.0107,2024-10-31,6,False,False,forecast coherence accuracy trade-off | forecast combination accuracy | forecast error dispersion | linear model accuracy gap | load forecasting accuracy | long-term aging forecast accuracy | long-term volatility prediction degradation | multi-step ahead forecasting accuracy | prediction degradation with context length | regional power supply forecast accuracy | regional variability in forecasting | time series forecasting accuracy | traditional forecasting limitation | zero-shot forecast failure
time_series,2025-06,problem:high-dimensional time-series analysis,problem,high-dimensional time-series analysis,data complexity,14,0.0107,2024-11-30,6,False,False,high-dimensional heterogeneous time sery | high-dimensional time series analysis | high-dimensional time series complexity | high-dimensional time series compression | high-dimensional time series interpretability | high-dimensional time series reduction | high-dimensional time-series complexity | high-dimensional time-series discrepancy | time series high dimensionality
time_series,2025-06,problem:model limitation,problem,model limitation,model limitation,14,0.0107,2024-10-31,3,False,False,attention mechanism limitation | causal relationship neglect | continuous dynamics capture | deterministic model insufficiency | neural ode process limitation | static spatial modeling limitation | statistical model inadequacy | sub-series prioritization failure | temporal pattern neglect | transformer architecture limitation | undifferentiated variable treatment | unified modeling suboptimality | uniform variable processing | univariate assumption limitation
time_series,2025-06,problem:overfitting,problem,overfitting,overfitting,14,0.0107,2024-10-31,6,False,False,channel-dependent overfitting | deep model overfitting | embedding co-adaptation | encoder-decoder dataset overfitting | model overfitting in low-data | overfitting in channel-wise mlps | overfitting in crop prediction | overfitting in dependency modeling | overfitting in image-based prediction | overfitting in time sery | overfitting on extended input | overfitting to known normal pattern | periodic data memorization
time_series,2025-06,mechanism:hyperparameter optimization,mechanism,hyperparameter optimization,hyperparameter optimization,13,0.01,2024-10-31,5,False,False,automated hyperparameter tuning | bayesian optimization | degree selection via qubo | genetic algorithm hyperparameter optimization | hardware-aware hyperparameter search | historical context length tuning | lookback window tuning | random search | recursive hyperparameter optimization | sparrow search algorithm hyperparameter optimization | tree-structured parzen estimation optimization | unified hyperparameter optimization | whale-gray wolf hybrid optimization | window size optimization
time_series,2025-06,mechanism:long short-term memory,mechanism,long short-term memory,recurrent neural network,13,0.01,2024-10-31,5,False,False,long short-term memory cell | long short-term memory encoding | long short-term memory network
time_series,2025-06,mechanism:uncertainty quantification,mechanism,uncertainty quantification,uncertainty quantification,13,0.01,2024-10-31,5,False,False,confidence prediction | conformal prediction for uncertainty quantification | conformal prediction uncertainty quantification | dual-network uncertainty estimation | error-quantified conformal inference | generative residual correction | group-level uncertainty modeling | random forest uncertainty quantification | sample-level uncertainty modeling | uncertainty quantification integration
time_series,2025-06,object:model adaptation,object,model adaptation,model adaptation,13,0.01,2024-10-31,4,False,False,concept drift adaptation | concept drift detection | concept drift representation | continuous value adaptation | foundation model adaptation | foundation model fine-tuning | foundation model finetuning | foundation model repurposing | language model adaptation | online forecast adaptation | post-training model refinement | pre-trained model adaptation | pretrained language model adaptation
time_series,2025-06,object:multimodal learning,object,multimodal learning,multimodal learning,13,0.01,2024-10-31,5,False,False,clinical multimodal fusion | cross-modality alignment | cross-modality modeling | hybrid time-series and text model | hyperspectral data integration | multi-modal view integration | multimodal clinical-environmental integration | multimodal medical time sery | sequence-level multisource fusion | unified time series and text processing | vision-language inference | vision-language model augmentation | vision-language model time sery
time_series,2025-06,object:resource-constrained deployment,object,resource-constrained deployment,resource-constrained deployment,13,0.01,2024-10-31,6,False,False,edge ai deployment | edge deployment | edge device deployment | embedded fpga deployment | low-power receiver enhancement | onboard space mission analysis
time_series,2025-06,object:time series representation learning,object,time series representation learning,representation learning,13,0.01,2024-10-31,3,False,False,multivariate time series representation learning | time-series representation learning
time_series,2025-06,problem:domain adaptation,problem,domain adaptation,domain adaptation,13,0.01,2024-10-31,5,False,False,benchmark domain gap | context-specific pattern adaptation | cross-dataset generalization | domain gap between pretraining and evaluation | financial domain adaptation | heterogeneous domain adaptation | limited foundation model transfer to time sery | limited model generality | limited model generalization | manufacturing dataset applicability | modality transfer failure | model transfer to finance
time_series,2025-06,problem:temporal dependency modeling,problem,temporal dependency modeling,time series analysis,13,0.01,2024-10-31,3,False,False,inadequate temporal dependency modeling | temporal dependence | temporal dependency capture | temporal dependency evaluation | temporal dependency interpretation | temporal dependency preservation
time_series,2025-06,mechanism:data preprocessing,mechanism,data preprocessing,data preprocessing,12,0.0092,2024-10-31,3,False,False,continuous attribute discretization | data engineering preprocessing | data interpolation | data sparsity mitigation | feature selection | imu sensor preprocessing | single difference sequence preprocessing | temporal dimension reduction preprocessing | time series categorization | time series data curation | time window optimization
time_series,2025-06,mechanism:model interpretability,mechanism,model interpretability,model interpretability,12,0.0092,2024-10-31,1,False,False,attention-based interpretability | equivalent linear model computation | feature importance quantification | feature significance evaluation | interpretable prediction system | parameter difference interpretation | prototype visualization | shapley additive explanation | symbolic function extraction
time_series,2025-06,mechanism:model selection,mechanism,model selection,model selection,12,0.0092,2024-10-31,4,False,False,bic criterion for model selection | decision support model | distribution-aware model assignment | knowledge-enhanced model selection | llm-based model selection | minimum description length scoring | model order selection | model selection for clustering precision | regularization path search | reinforcement learning model selection | sequential model selection | skill score evaluation
time_series,2025-06,mechanism:temporal feature extraction,mechanism,temporal feature extraction,temporal feature extraction,12,0.0092,2024-10-31,7,False,False,hierarchical interpolation feature extraction | intra-annual ndvi integration | multi-scale temporal feature extraction | multi-scale temporal pattern extraction | patching-based temporal processing | sliding window feature construction | temporal feature fusion
time_series,2025-06,mechanism:training strategy,mechanism,training strategy,training strategy,12,0.0092,2024-10-31,7,False,False,asynchronous multi-scale training | c2 continuity training strategy | conditional mini-batch strategy | context prediction masking | hard task mining | interleaved multi-length training | logits alignment | progressive sequence length training | sample reweighting | stop-gradient strategy | synthetic data substitution | two-stage optimization
time_series,2025-06,object:data generation,object,data generation,data generation,12,0.0092,2024-11-30,5,False,False,series-symbol data generation | structural causal model generation | structured electronic health record generation | synthetic electronic health record time series generation | synthetic health record generation | synthetic sensor signal generation | synthetic time series data | synthetic time series evaluation | synthetic time series generation | tabular data generation | well log data generation
time_series,2025-06,object:multi-modal time series analysis,object,multi-modal time series analysis,time series analysis,12,0.0092,2024-11-30,7,False,False,cross-modality time series modeling | multi-modal time series forecasting | multi-modal time series prediction | multi-modal time-series dataset | multimodal time series analysis | multimodal time series fusion | multimodal time series model | multimodal time series reasoning | multimodal time sery | multimodal time-series sensing
time_series,2025-06,problem:computational efficiency,problem,computational efficiency,computational efficiency,12,0.0092,2024-10-31,4,False,False,computational complexity of long-term forecasting | computational cost of deep learning | computational cost of deep model | computational cost of diffusion model | computational efficiency in online gaussian process | deep learning computational cost | high time complexity sequence modeling | inference time scaling | model complexity and resource cost | scenario generation computational cost | sequential computation bottleneck | spiking lstm computational cost
time_series,2025-06,problem:data limitation,problem,data limitation,data limitation,12,0.0092,2024-10-31,3,False,False,data scarcity | data scarcity in forecasting | insufficient information in numerical sery | insufficient observational data | missing sensitive attribute | non-affect-oriented behavioral data | real data scarcity | single-dimensional macroeconomic data limitation | single-structured data limitation | training data inaccessibility | trajectory data unavailability
time_series,2025-06,problem:dependency modeling,problem,dependency modeling,dependency modeling,12,0.0092,2024-10-31,4,False,False,bidirectional dependency handling | channel dependency capture | complex dependency modeling | cross-variate dependency modeling | inter-series dependency capture | inter-variable dependency capture | multivariate dependency modeling | multivariate interdependency modeling | nonlinear dependency modeling | separate temporal and variate dependency | sequence and channel dependency modeling
time_series,2025-06,problem:model robustness,problem,model robustness,model robustness,12,0.0092,2024-10-31,4,False,False,adversarial robustness | adversarial vulnerability | data quality sensitivity | disruption detection robustness | forecasting model vulnerability | high-frequency signal vulnerability | input disturbance vulnerability | model robustness to perturbation | noise sensitivity | performance degradation under noise | robustness to data error
time_series,2025-06,problem:time series forecasting,problem,time series forecasting,time series forecasting,12,0.0092,2024-10-31,6,False,False,exogenous variable incorporation | high volatility prediction | intermittent time series prediction | irregular sampling prediction | long-term flow prediction | mobility timeseries prediction | multi-dimensional metric prediction | multivariate observability data challenge | noisy periodic time series forecasting | non-stationary signal prediction | prediction accuracy during market transition | volatile market pattern prediction
time_series,2025-06,mechanism:autoencoder,mechanism,autoencoder,autoencoder,11,0.0084,2024-10-31,3,False,False,adversarial autoencoder reconstruction | convolutional autoencoder | convolutional autoencoder dimensionality reduction | denoising autoencoder filtering | grouped sparse autoencoder | kan-based autoencoder | regularized sparse autoencoder | self-attention rnn autoencoder | supervised autoencoder | variational autoencoder reconstruction | variational autoencoder training
time_series,2025-06,mechanism:convolutional neural network,mechanism,convolutional neural network,convolutional neural network,11,0.0084,2024-10-31,1,False,False,1d convolutional neural network | 3d residual network | cnn local pattern detection | cnn-based nonlinear stream | dilated convolution prediction model | multi-range cnn kernel | multi-scale convolutional neural network | one-dimensional convolution | one-dimensional convolutional neural network | residual cnn stack | timepoint-independent convolution
time_series,2025-06,mechanism:feature selection,mechanism,feature selection,feature selection,11,0.0084,2024-11-30,4,False,False,correlation based sample ranking | correlation feature selection | differentiable gating network | frequency band combination | interpretable feature selection | invariant measure entropy ranking | multi-feature time series selection | price-constrained feature allocation | sparse feature identification | stepwise regression variable selection | variable selection over subinterval
time_series,2025-06,mechanism:machine learning,mechanism,machine learning,machine learning,11,0.0084,2024-10-31,6,False,False,deep neural network model | feature-based machine learning | generative method | machine learning for earth observation | machine learning on beam measurement | machine learning time series model | offline-trained machine learning classification | online machine learning | random forest multiclass classification | time series machine learning | time-series learning
time_series,2025-06,mechanism:mixture of expert,mechanism,mixture of expert,mixture of expert,11,0.0084,2024-10-31,4,False,False,class-specific expert routing | context-informed mixture-of-expert | graph mixture of expert | mixture of experts routing | mixture of var component | multiple lookback length expert | multivariate alrnn mixture-of-expert | node-wise mixture-of-expert | pattern-specific expert modeling | sparse mixture of expert
time_series,2025-06,object:model interpretability,object,model interpretability,model interpretability,11,0.0084,2024-10-31,3,False,False,concept bottleneck model | interpretable deep learning model | interpretable neural network | interpretable time series model | interpretable time series simplification | latent space interpretability | local explanation | machine learning forecast interpretation | post-hoc explanation | time series model interpretation | transparent time series model
time_series,2025-06,object:probabilistic time series forecasting,object,probabilistic time series forecasting,time series forecasting,11,0.0084,2024-10-31,7,False,False,probabilistic forecasting | probabilistic time-series forecasting
time_series,2025-06,object:self-supervised learning,object,self-supervised learning,self-supervised learning,11,0.0084,2024-10-31,1,False,False,channel-agnostic biosignal self-supervision | ecg language modeling | ehr time series pretraining | hierarchical contrastive learning | masked autoencoder | masked time-series modeling | non-contrastive learning | self-supervised labeling | self-supervised learning for time-sery | self-supervised time series forecasting
time_series,2025-06,problem:temporal dynamics,problem,temporal dynamics,temporal dynamics,11,0.0084,2024-10-31,7,False,False,complex nonlinear temporal dynamics | complex temporal dynamics | dynamic variable relationship evolution | latent trait temporal dynamics | multi-scale temporal information | multi-scale temporal interaction | multi-scale temporal variation | multiscale temporal dynamics processing | non-stationary transition probability | nonlinear time series dynamics
time_series,2025-06,mechanism:multimodal learning,mechanism,multimodal learning,multimodal learning,10,0.0077,2024-10-31,6,False,False,adversarial multimodal fusion | channel-level textual description integration | cross-modality fusion | cross-modality interaction | external modality integration | multimodal language model fusion | multimodal lstm with early fusion | neurosymbolic multimodal fusion | time-topology correspondence learning | unified multimodal processing
time_series,2025-06,mechanism:position encoding,mechanism,position encoding,position encoding,10,0.0077,2024-10-31,1,False,False,fixed time encoding | implicit position encoding | learned time encoding | periodic positional encoding | positional encoding with cnn | rotary position embedding | rotary position embedding for continuous position | spatiotemporal positional encoding | temporal and variable position embedding | temporal positional encoding | tunable rotary position embedding
time_series,2025-06,mechanism:signal decomposition,mechanism,signal decomposition,signal decomposition,10,0.0077,2024-12-31,5,False,False,frequency band decomposition | frequency-domain decomposition | index-guided frequency filtering decomposition | multi-resolution wavelet decomposition | multiplicative empirical mode decomposition | multiscale periodic decomposition | peak-level demand decomposition | piece-wise linear decomposition | wavelet decomposition | wavelet-enhanced decomposition
time_series,2025-06,object:data augmentation,object,data augmentation,data augmentation,10,0.0077,2024-10-31,3,False,False,anomaly precursor pattern generation | data augmentation for anomaly detection | nonstationary signal augmentation | physiological time series augmentation | synthetic anomaly generation | tabular health data augmentation | time series viewmaker | time-series data augmentation
time_series,2025-06,object:federated learning,object,federated learning,federated learning,10,0.0077,2024-10-31,5,False,False,clustered federated learning | decentralized federated learning | federated learning for forecasting | federated time series forecasting | federated time series training | heterogeneous federated learning
time_series,2025-06,object:non-stationary time sery,object,non-stationary time sery,time series forecasting,10,0.0077,2024-10-31,5,False,False,non-stationary time series forecasting | non-stationary time series modeling
time_series,2025-06,object:spatial-temporal graph neural network,object,spatial-temporal graph neural network,graph neural network,10,0.0077,2024-10-31,5,False,False,spatio-temporal graph analysis | spatio-temporal graph convolution | spatio-temporal graph convolutional network | spatio-temporal graph neural network | spatiotemporal graph convolution network
time_series,2025-06,problem:causal inference,problem,causal inference,causal inference,10,0.0077,2024-10-31,1,False,False,causal direction identification | causal graph recovery from time sery | causal link identification | distinguishing direct from indirect regulatory effect | multi-modal causal relationship capture | non-linear causal discovery | nonlinear granger causality | nonlinear time series causality | spatial correlation in causal inference | spurious connectivity detection | unobserved confounder
time_series,2025-06,problem:data complexity,problem,data complexity,data complexity,10,0.0077,2024-11-30,3,False,False,climate data nonlinearity | high-dimensional interdependent data | high-dimensional mixing pattern | high-dimensional nonlinear time sery | high-dimensional time sery | multi-source data heterogeneity | non-linear time series analysis | real-time market data complexity | time series complexity and variability | time series frequency interaction
time_series,2025-06,problem:data sparsity,problem,data sparsity,data sparsity,10,0.0077,2024-10-31,6,False,False,data sparsity in healthcare | free-living clinical data sparsity | sparse cross-future behavior | sparse data prediction | sparse irregular sampling | sparse observed value | sparse snow depth measurement | sparse sound event | sparsity of in situ measurement | time series semantic sparsity
time_series,2025-06,problem:long-range dependency modeling,problem,long-range dependency modeling,sequence modeling,10,0.0077,2024-11-30,3,False,False,long-term dependency modeling
time_series,2025-06,problem:temporal dependency,problem,temporal dependency,temporal dependency,10,0.0077,2024-11-30,4,False,False,cross-time dependency modeling | entangled stepwise temporal dependency | evolving variable interaction | intra-variate temporal dependency capture | lagged cause-effect dependency | long-term dependency in sentiment | long-term dependency in time sery | multi-delay issue | seasonal pattern distortion | temporal dependency in counterfactual
time_series,2025-06,problem:uncertainty quantification,problem,uncertainty quantification,uncertainty quantification,10,0.0077,2024-10-31,1,False,False,conformal prediction for generative model | correlated time series uncertainty | measurement uncertainty | prediction uncertainty quantification | price uncertainty quantification | radiation exposure uncertainty estimation | sample and group uncertainty | uncertainty quantification in dynamics | uncertainty quantification in prediction
time_series,2025-06,mechanism:adversarial attack,mechanism,adversarial attack,adversarial attack,9,0.0069,2024-10-31,1,False,False,adversarial feature alignment | adversarial input perturbation | adversarial perturbation optimization | covariance-targeted training | discriminator training coverage | discriminator-aware adversarial attack | dual-discriminator adversarial training | generative adversarial denoising | target adversarial attack | targeted adversarial attack | white-box adversarial attack
time_series,2025-06,mechanism:diffusion model,mechanism,diffusion model,diffusion model,9,0.0069,2024-10-31,2,False,False,conditional noise diffusion model | diffusion denoising process | diffusion model adaptation | diffusion probabilistic motion model | diffusion vision model adaptation | diffusion-based generative framework | diffusion-based label generation | transformer-based denoising diffusion
time_series,2025-06,mechanism:domain adaptation,mechanism,domain adaptation,domain adaptation,9,0.0069,2024-10-31,4,False,False,adversarial domain adaptation | distribution shift adaptation | domain anchor guided adaptation | feature space adaptation | feature-space adapter | source-target domain adaptation | time-series adaptation | unsupervised domain adaptation
time_series,2025-06,mechanism:gated recurrent unit,mechanism,gated recurrent unit,recurrent neural network,9,0.0069,2024-10-31,5,False,False,gated recurrent unit ensemble | gated recurrent unit modeling | gated recurrent unit network | recurrent neural network with gated recurrent unit
time_series,2025-06,mechanism:graph construction,mechanism,graph construction,graph construction,9,0.0069,2024-11-30,3,False,False,cartesian product graph construction | causal ground truth graph construction | dynamic time warping graph construction | heterogeneous graph construction | hypergraph construction from data | multi-length subsequence graph construction | multi-resolution adaptive graph construction | pseudo-attention graph construction | similarity-based day graph
time_series,2025-06,mechanism:graph learning,mechanism,graph learning,graph learning,9,0.0069,2024-10-31,1,False,False,adaptive hypergraph learning | bayesian random geometric graph learning | dynamic graph structure adaptation | frequency-domain graph learning | gradient-based causal graph learning | hypergraph dynamic structure learning | self-adaptive graph construction | semi-supervised graph classification | spatial graph topology learning
time_series,2025-06,mechanism:normalization,mechanism,normalization,normalization,9,0.0069,2024-10-31,2,False,False,context normalization | patch normalization | reversible instance normalization | row-wise l1 normalization | spatial factor learner | spectral norm regularization | spectral normalization | tokenization-optimized normalization | variable regularity normalization
